OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
1538,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,MICA 11 AMBULANCE STATION,OPERATIONAL,,SPRINGVALE,VICTORIA,3171,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.92967398199994,145.14418798200006,,,GAVIC423732469,FCTY 12B 2 WESTALL ROAD,0,3171,SPRINGVALE,0,-37.92967385999998,145.14418831000012
1539,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SPRINGVALE POLICE STATION,OPERATIONAL,,SPRINGVALE,VICTORIA,3171,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.95524346099995,145.15143784100007,,,GAVIC423235399,314-322 SPRINGVALE ROAD,1,3171,SPRINGVALE,0,-37.955243449999955,145.15143784000009
1540,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SPRINGVALE FIRE STATION CFA,OPERATIONAL,,SPRINGVALE SOUTH,VICTORIA,3172,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.97252847699997,145.147832579,,,GAVIC423235300,516-522 SPRINGVALE ROAD,2,3172,SPRINGVALE SOUTH,15,-37.972655799999984,145.1477629300001
1541,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,ST. ALBANS MFB,OPERATIONAL,,ST ALBANS,VICTORIA,3021,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.72974451399995,144.81406623100008,,,GAVIC421710136,5-9 TAYLORS ROAD,1,3021,ST ALBANS,0,-37.72974458999994,144.81406631000004
1542,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ST ANDREWS FIRE STATION CFA,OPERATIONAL,,ST ANDREWS,VICTORIA,3761,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.59893587799996,145.27575094100007,,,GAVIC421325914,67 CALEDONIA STREET,1,3761,ST ANDREWS,10,-37.59896840999994,145.27585120000003
1543,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ST ARNAUD FIRE STATION CFA,OPERATIONAL,,ST ARNAUD,VICTORIA,3478,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.61347029299998,143.25660910300007,,,GAVIC424233628,8-12 ALMA STREET,1,3478,ST ARNAUD,7,-36.613422929999956,143.2566518000001
1544,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,VICSES ST ARNAUD,OPERATIONAL,,ST ARNAUD,VICTORIA,3478,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.61040700199993,143.249384995,,,GAVIC423161263,55 WHEELER STREET,1,3478,ST ARNAUD,3,-36.61038563999995,143.24939311000003
1545,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,ST ARNAUD AMBULANCE STATION,OPERATIONAL,,ST ARNAUD,VICTORIA,3478,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.61705200499995,143.26061718200003,,,GAVIC419538286,27 DUNDAS STREET,1,3478,ST ARNAUD,0,-36.617051999999944,143.2606173800001
1546,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ST ARNAUD POLICE STATION,OPERATIONAL,,ST ARNAUD,VICTORIA,3478,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.61707013199998,143.2595166200001,,,GAVIC423969889,7-9 JENNINGS STREET,0,3478,ST ARNAUD,0,-36.617070129999945,143.2595166100001
1547,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ST HELENS FIRE STATION CFA,OPERATIONAL,,ST HELENS,VICTORIA,3285,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.256804070999976,142.04992529700007,,,GAVIC422137609,968 CODRINGTON-ORFORD ROAD,1,3285,ST HELENS,4,-38.25684222999996,142.04993191000005
1548,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,GREEN LAKE SATELLITE FIRE STATION (ST HELENS PLAINS) CFA,OPERATIONAL,,ST HELENS PLAINS,VICTORIA,3401,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.80928400399995,142.449447995,,,GAVIC425312694,721 GOLTON ROAD,1,3401,ST HELENS PLAINS,2,-36.809293829999945,142.44943145000002
1549,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ST JAMES & DISTRICT FIRE STATION CFA,OPERATIONAL,,ST JAMES,VICTORIA,3727,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.26870346199996,145.89419366900006,,,GAVIC424535437,1 DEVENISH ROAD,1,3727,ST JAMES,2,-36.26869229999994,145.89420885000004
1550,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ST KILDA POLICE STATION,OPERATIONAL,,ST KILDA,VICTORIA,3182,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.86788733399993,144.99067766000007,,,GAVIC421051356,92 CHAPEL STREET,1,3182,ST KILDA,0,-37.867887329999974,144.99067765000007
1551,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WINDSOR AMBULANCE STATION,OPERATIONAL,,ST KILDA,VICTORIA,3182,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.86610899899995,144.98786100200005,,,GAVIC423085806,25-27 PAKINGTON STREET,0,3182,ST KILDA,0,-37.866108949999955,144.98786135000012
1552,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ST LEONARDS-INDENTED HEAD FIRE STATION CFA,OPERATIONAL,,ST LEONARDS,VICTORIA,3223,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.17334327799995,144.71483542700003,,,GAVIC419959175,36 DUDLEY PARADE,2,3223,ST LEONARDS,5,-38.17330550999998,144.71481646000007
1553,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,JACK RIVER FIRE STATION CFA,OPERATIONAL,,STACEYS BRIDGE,VICTORIA,3971,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.55545899899994,146.5316369960001,,,GAVIC422122331,237 ALBERT RIVER ROAD,2,3971,STACEYS BRIDGE,0,-38.55545880999995,146.53163670000004
1554,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STANHOPE FIRE STATION CFA,OPERATIONAL,,STANHOPE,VICTORIA,3623,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.44624800399998,144.9909279950001,,,GAVIC425565486,77 MIDLAND HIGHWAY,0,3623,STANHOPE,6,-36.44630417999997,144.99094143000002
1555,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,STANHOPE POLICE STATION,OPERATIONAL,,STANHOPE,VICTORIA,3623,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.44643581899993,144.9850996660001,,,GAVIC412376702,44 BIRDWOOD AVENUE,2,3623,STANHOPE,10,-36.446422859999984,144.9852040300001
1556,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STANLEY FIRE STATION CFA,OPERATIONAL,,STANLEY,VICTORIA,3747,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.40318553499998,146.7546020310001,,,GAVIC423974873,8 PIONEER ROAD,1,3747,STANLEY,2,-36.403196639999976,146.75461723000012
1557,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,VICSES STAWELL,OPERATIONAL,,STAWELL,VICTORIA,3380,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.05943900099993,142.77996299500012,,,GAVIC420271762,31-35 SLOANE STREET,1,3380,STAWELL,0,-37.05943864999995,142.7799632000001
1558,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STAWELL FIRE STATION CFA,OPERATIONAL,,STAWELL,VICTORIA,3380,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.05337856899996,142.78231054100002,,,GAVIC419705947,3-7 BYRNE STREET,1,3380,STAWELL,4,-37.053340849999984,142.78232314000002
1559,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,STAWELL AMBULANCE STATION,OPERATIONAL,,STAWELL,VICTORIA,3380,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.05820300099998,142.7774140020001,,,GAVIC421158840,7 VICTORIA STREET,-1,3380,STAWELL,10,-37.05815507999995,142.77750575000005
1560,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,STAWELL POLICE STATION,OPERATIONAL,,STAWELL,VICTORIA,3380,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.05569964899996,142.78404063100004,,,GAVIC422418788,9 PATRICK STREET,1,3380,STAWELL,0,-37.05569964999995,142.78404063000005
1561,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,GOORAMBAT STEWARTON SATELLITE FIRE STATION (STEWARTON) CFA,OPERATIONAL,,STEWARTON,VICTORIA,3725,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.40735499799996,145.78448299800004,,STEWARTON SATELLITE FS,GAVIC719109580,660 STEWARTON ROAD,1,3725,STEWARTON,6,-36.40735579999995,145.78441519000012
1562,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STONELEIGH FIRE STATION CFA,OPERATIONAL,,STONELEIGH,VICTORIA,3373,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.59888871399994,143.2196843170001,,CFA STONELEIGH,GAVIC419973963,1868 BEAUFORT-CARRANBALLAC ROAD,1,3373,STONELEIGH,12,-37.598800119999964,143.21959945000003
1563,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STONYFORD FIRE STATION CFA,OPERATIONAL,,STONYFORD,VICTORIA,3260,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.325403998999946,143.3301659990001,,,GAVIC424261989,2364 COBDEN-STONYFORD ROAD,1,3260,STONYFORD,4,-38.325372709999954,143.3301903800001
1564,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRADBROKE FIRE STATION CFA,OPERATIONAL,,STRADBROKE,VICTORIA,3851,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-38.28801057499993,147.03711706600006,,,GAVIC422191179,4918 SOUTH GIPPSLAND HIGHWAY,0,3851,STRADBROKE,2,-38.28800608999995,147.03714235000007
1565,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,STRATFORD POLICE STATION,OPERATIONAL,,STRATFORD,VICTORIA,3862,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.96353171699997,147.08023673700006,,,GAVIC421525079,89 TYERS STREET,1,3862,STRATFORD,0,-37.963531709999984,147.08023674000003
1566,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,VICSES STRATFORD,OPERATIONAL,,STRATFORD,VICTORIA,3862,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.96559899999994,147.08246500100006,,,GAVIC425565189,53 MCFARLANE STREET,0,3862,STRATFORD,0,-37.96559948999993,147.0824654700001
1567,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRATFORD FIRE STATION CFA,OPERATIONAL,,STRATFORD,VICTORIA,3862,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.96605271999994,147.08243874700008,,,GAVIC425565188,51 MCFARLANE STREET,1,3862,STRATFORD,4,-37.96604206999996,147.08239128000002
1568,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRATH CREEK-REEDY CREEK FIRE STATION CFA,OPERATIONAL,,STRATH CREEK,VICTORIA,3658,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.23775699599997,145.2200840040001,,,GAVIC421793767,2 FERGUSON STREET,0,3658,STRATH CREEK,75,-37.23767128999998,145.22092321000002
1569,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRATHBOGIE FIRE STATION CFA,OPERATIONAL,,STRATHBOGIE,VICTORIA,3666,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.85711434999996,145.73591970600012,,,GAVIC423147851,28 MAIN STREET,1,3666,STRATHBOGIE,7,-36.85709045999994,145.73584275000007
1570,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRATHDOWNIE FIRE STATION CFA,OPERATIONAL,,STRATHDOWNIE,VICTORIA,3312,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.728735152999946,141.1365494910001,,,GAVIC423652113,27 STRATHDOWNIE SCHOOL ROAD,0,3312,STRATHDOWNIE,5,-37.728691509999976,141.13653066000006
1571,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,KILLARA FIRE STATION CFA,OPERATIONAL,,STRATHDOWNIE,VICTORIA,3312,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.76969850499995,141.23718316400004,,,GAVIC423889913,641 MYARING-PIERACLE ROAD,1,3312,STRATHDOWNIE,21,-37.76968255999998,141.23742198000002
1572,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ARTHURS CREEK SATELLITE FIRE STATION (STRATHEWEN) CFA,OPERATIONAL,,STRATHEWEN,VICTORIA,3099,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.54818899999998,145.26928200500004,,,GAVIC425284814,10 SCHOOL RIDGE ROAD,1,3099,STRATHEWEN,6,-37.54813449999995,145.2692828900001
1573,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRATHFIELDSAYE FIRE STATION CFA,OPERATIONAL,,STRATHFIELDSAYE,VICTORIA,3551,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.80605235399997,144.34997929000008,,,GAVIC422195454,4 TAYLORS LANE,1,3551,STRATHFIELDSAYE,27,-36.80602684999997,144.35028359000012
1574,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRATHKELLAR FIRE STATION CFA,OPERATIONAL,,STRATHKELLAR,VICTORIA,3301,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.70378002599995,142.11220992000005,,,GAVIC422327683,49 TARRINGTON-STRATHKELLAR ROAD,1,3301,STRATHKELLAR,15,-37.70375786999995,142.1120382800001
1575,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STRATHMERTON FIRE STATION CFA,OPERATIONAL,,STRATHMERTON,VICTORIA,3641,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-35.92584494499994,145.47663822900006,,,GAVIC425564719,68 MAIN STREET,1,3641,STRATHMERTON,8,-35.92582517999995,145.47655551000003
1576,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STREATHAM FIRE STATION CFA,OPERATIONAL,,STREATHAM,VICTORIA,3351,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.679816709999955,143.06255208800007,,,GAVIC412394378,27 CAMPBELL STREET,2,3351,STREATHAM,2,-37.679834839999955,143.0625673500001
1577,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,STUART MILL FIRE STATION CFA,OPERATIONAL,,STUART MILL,VICTORIA,3477,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-36.80438699999996,143.2875269960001,,,GAVIC423799940,1126 STUART MILL LOW ROAD,0,3477,STUART MILL,32,-36.80455287999996,143.2872309600001
1578,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SUNBURY SATELLITE FIRE STATION (SUNBURY) CFA,OPERATIONAL,,SUNBURY,VICTORIA,3429,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.58171218499996,144.7363978080001,,,GAVIC421026699,25 JACKSON STREET,0,3429,SUNBURY,6,-37.58176690999994,144.73638253000001
1579,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,SUNBURY FIRE STATION CFA,OPERATIONAL,,SUNBURY,VICTORIA,3429,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.578204192999976,144.71071836200008,,,GAVIC414296308,144 GAP ROAD,1,3429,SUNBURY,21,-37.57828625999997,144.71092740000006
1580,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,SUNBURY POLICE STATION,OPERATIONAL,,SUNBURY,VICTORIA,3429,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.57982462599995,144.7354814460001,,,GAVIC412397663,41 MACEDON STREET,0,3429,SUNBURY,0,-37.57982462999996,144.73548145000007
1581,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,SUNBURY AMBULANCE STATION,OPERATIONAL,,SUNBURY,VICTORIA,3429,HTTP://DATA.VIC.GOV.AU,,HTTP://DATA.VIC.GOV.AU,,,,,-37.58686399599998,144.72492300300007,,AMBULANCE,GAVIC419621838,16-22 SHIELDS STREET,1,3429,SUNBURY,0,-37.58686299999994,144.7249230000001
